_H:	$word	$phones
_D:	"irregularly"	"i.'r_e_g.y_uh.l_uh_r.l_i%d"
_D:	"irrelative"	"i.'r_e_l.uh.t_i_v%c"
_D:	"irrelatively"	"i.'r_e_l.uh.t_i_v.l_i%d"
_D:	"irrelativeness"	"i.'r_e_l.uh.t_i_v.n_e_s%a"
_D:	"irrelevance"	"i.'r_e_l.uh.v_uh_n_s%a"
_D:	"irrelevancy"	"i.'r_e_l.uh.v_uh_n.s_i%a"
_D:	"irrelevant"	"i.'r_e_l.uh.v_uh_n_t%c"
_D:	"irrelevantly"	"i.'r_e_l.uh.v_uh_n_t.l_i%d"
_D:	"irrelievable"	"~i_r.i.'l_ee.v_uh.b_ll%c"
_D:	"irreligion"	"~i_r.i.'l_i_j.uh_n%a"
_D:	"irreligiosity"	"~i_r.i.~l_i_j.i.'o_s.i.t_i%a"
_D:	"irreligious"	"~i_r.i.'l_i_j.uh_s%c"
_D:	"irreligiously"	"~i_r.i.'l_i_j.uh_s.l_i%d"
_D:	"irreligiousness"	"~i_r.i.'l_i_j.uh_s.n_e_s%a"
_D:	"irremeable"	"i.'r_e_m.i.uh.b_ll%c"
_D:	"irremediable"	"~i_r.i.'m_ee.d_i.uh.b_ll%c"
_D:	"irremediableness"	"~i_r.i.'m_ee.d_i.uh.b_ll.n_e_s%a"
_D:	"irremediably"	"i.r_i.'m_ee_d.i.uh.b_l_i%d"
_D:	"irremissible"	"~i_r.i.'m_i_s.uh.b_ll%c"
_D:	"irremissibleness"	"~i_r.i.'m_i_s.uh.b_ll.n_e_s%a"
_D:	"irremovable"	"~i_r.i.'m_uu.v_uh.b_ll%c"
_D:	"irremovableness"	"~i_r.i.'m_uu.v_uh.b_ll.n_e_s%a"
_D:	"irremovably"	"i.r_i.'m_uu_v.uh.b_l_i%d"
_D:	"irreparable"	"i.'r_e_p.uh_r.uh.b_ll%c"
_D:	"irreparableness"	"i.'r_e_p.uh_r.uh.b_ll.n_e_s%a"
_D:	"irreparably"	"i.'r_e_p.r_uh.b_l_i%d"
_D:	"irrepealable"	"~i_r.i.'p_ee.l_uh.b_ll%c"
_D:	"irrepealableness"	"~i_r.i.'p_ee.l_uh.b_ll.n_e_s%a"
_D:	"irreplaceable"	"~i_r.i.'p_l_e_i.s_uh.b_ll%c"
_D:	"irreplaceably"	"i.r_i.'p_l_e_i_s.uh.b_l_i%d"
_D:	"irrepleviable"	"~i_r.i.'p_l_e_v.i.uh.b_ll%j"
_D:	"irreplevisable"	"~i_r.i.'p_l_e_v.i.s_uh.b_ll%c"
_D:	"irrepressible"	"~i_r.i.'p_r_e_s.i.b_ll%c"
_D:	"irrepressibleness"	"~i_r.i.'p_r_e_s.i.b_ll.n_e_s%a"
_D:	"irrepressibly"	"i.r_i.'p_r_e_s.uh.b_l_i%d"
_D:	"irreproachable"	"~i_r.i.'p_r_uh_uu.ch_uh.b_ll%c"
_D:	"irreproachableness"	"~i_r.i.'p_r_uh_uu.ch_uh.b_ll.n_e_s%a"
_D:	"irreproachably"	"i.r_i.'p_r_uh_uu_ch.uh.b_l_i%d"
_D:	"irreproducible"	"i.r_ee.p_r_uh.'d_y_uu.s_i.b_ll%c"
_D:	"irresistible"	"~i_r.i.'z_i_s.t_uh.b_ll%ca"
_D:	"irresistibleness"	"~i_r.i.'z_i_s.t_uh.b_ll.n_e_s%a"
_D:	"irresistibly"	"i.r_i.'z_i_s.t_uh.b_l_i%d"
_D:	"irresoluble"	"~i_r.i.'z_o_l.y_uh.b_ll%c"
_D:	"irresolute"	"i.'r_e_z.uh.~l_uu_t%c"
_D:	"irresolutely"	"i.'r_e_z.uh.~l_uu_t.l_i%d"
_D:	"irresoluteness"	"i.'r_e_z.uh.~l_uu_t.n_e_s%a"
_D:	"irresolution"	"i.~r_e_z.uh.'l_uu.sh_uh_n%a"
_D:	"irresolvable"	"~i_r.i.'z_o_l.v_uh.b_ll%c"
_D:	"irresolvableness"	"~i_r.i.'z_o_l.v_uh.b_ll.n_e_s%a"
_D:	"irrespective"	"~i_r.i.'s_p_e_k.t_i_v%c"
_D:	"irrespectively"	"~i_r.i.'s_p_e_k.t_i_v.l_i%d"
_D:	"irrespirable"	"~i_r.i.'s_p_ah_i_r.uh.b_ll%c"
_D:	"irresponsibility"	"~i_r.i.s_p_o_n.s_i.'b_i_l.i.t_i%a"
_D:	"irresponsible"	"~i_r.i.'s_p_o_n.s_i.b_ll%ca"
_D:	"irresponsibleness"	"~i_r.i.'s_p_o_n.s_i.b_ll.n_e_s%a"
_D:	"irresponsibly"	"i.r_i.'s_p_o_n_s.i.b_l_i%d"
_D:	"irresponsive"	"~i_r.i.'s_p_o_n.s_i_v%c"
_D:	"irresponsiveness"	"~i_r.i.'s_p_o_n.s_i_v.n_e_s%a"
_D:	"irretentive"	"~i_r.i.'t_e_n.t_i_v%c"
_D:	"irretentiveness"	"~i_r.i.'t_e_n.t_i_v.n_e_s%a"
_D:	"irretraceable"	"~i_r.i.'t_r_e_i.s_uh.b_ll%c"
_D:	"irretrievable"	"~i_r.i.'t_r_ee.v_uh.b_ll%c"
_D:	"irretrievableness"	"~i_r.i.'t_r_ee.v_uh.b_ll.n_e_s%a"
_D:	"irretrievably"	"i.r_i.'t_r_ee_v.uh.b_l_i%d"
_D:	"irreverence"	"i.'r_e_v.uh_r.uh_n_s%a"
_D:	"irreverent"	"i.'r_e_v.uh_r.uh_n_t%c"
_D:	"irreverently"	"i.'r_e_v.uh_r.uh_n_t.l_i%d"
_D:	"irreversible"	"~i_r.i.'v_er_r.s_i.b_ll%c"
_D:	"irreversibleness"	"~i_r.i.'v_er_r.s_i.b_ll.n_e_s%a"
_D:	"irreversibly"	"i.r_i.'v_er_r.s_uh.b_l_i%d"
_D:	"irrevocable"	"i.'r_e_v.uh.k_uh.b_ll%c"
_D:	"irrevocableness"	"i.'r_e_v.uh.k_uh.b_ll.n_e_s%a"
_D:	"irrevocably"	"i.'r_e_v.uh.k_uh.b_l_i%d"
_D:	"irrigable"	"'i_r.i.g_uh.b_ll%c"
_D:	"irrigate"	"'i_r.i.~g_e_i_t%b"
_D:	"irrigation"	"~i_r.i.'g_e_i.sh_uh_n%a"
_D:	"irrigative"	"'i_r.i.~g_e_i.t_i_v%c"
_D:	"irriguous"	"i.'r_i_g.y_uu.uh_s%c"
_D:	"irritability"	"~i_r.i.t_uh.'b_i_l.i.t_i%a"
_D:	"irritable"	"'i_r.i.t_uh.b_ll%c"
_D:	"irritableness"	"'i_r.i.t_uh.b_ll.n_e_s%a"
_D:	"irritably"	"'i_r.i.t_uh.b_l_i%d"
_D:	"irritant"	"'i_r.i.t_uh_n_t%ca"
_D:	"irritate"	"'i_r.i.~t_e_i_t%b"
_D:	"irritated"	"'i_r.i.~t_e_i.t_i_d%b"
_D:	"irritating"	"'i_r.i.~t_e_i.t_i_ng%b"
_D:	"irritatingly"	"'i_r.i.t_e_i.t_i_ng.l_i%d"
_D:	"irritation"	"~i_r.i.'t_e_i.sh_uh_n%a"
_D:	"irritative"	"'i_r.i.~t_e_i.t_i_v%c"
_D:	"irritativeness"	"'i_r.i.~t_e_i.t_i_v.n_e_s%a"
_D:	"irrorate"	"'i_r.uh.~r_e_i_t%c"
_D:	"irrotational"	"~i_r.uh_uu.'t_e_i.sh_uh.n_uh_l%c"
_D:	"irrotationally"	"~i_r.uh_uu.'t_e_i.sh_uh.n_uh.l_i%d"
_D:	"irrupt"	"i.'r_a_p_t%b"
_D:	"irruption"	"i.'r_a_p.sh_uh_n%a"
_D:	"irruptive"	"i.'r_a_p.t_i_v%c"
_D:	"irruptively"	"i.'r_a_p.t_i_v.l_i%d"
_D:	"irv"	"'er_r_v%ca"
_D:	"irvette"	"er_r.'v_e_t%ca"
_D:	"irvin"	"'er_r.v_i_n%a"
_D:	"irvine"	"'er_r.v_i_n%a"
_D:	"irving"	"'er_r.v_i_ng%a"
_D:	"irwin"	"'er_r.w_i_n%a"
_D:	"is"	"i_z%ba"
_D:	"isa"	"'i_z.uh%ca"
_D:	"isaac"	"'ah_i_z.uh_k%a"
_D:	"isaacson"	"'ah_i_z.uh_k.s_uh_n%a"
_D:	"isabel"	"'i_z.uh.b_e_l%a"
_D:	"isabella"	"'i_z.uh.b_e_l.uh%a"
_D:	"isabelle"	"'i_z.uh.b_e_ll%ca"
_D:	"isador"	"'i_z.uh.d_aw_r%a"
_D:	"isadora"	"'i_s.uh.d_aw_r.uh%a"
_D:	"isadore"	"'i_s.uh.d_aw_r%a"
_D:	"isagoge"	"'ah_i.s_uh.~g_uh_uu.j_i%a"
_D:	"isagogic"	"~ah_i.s_uh.'g_o_j.i_k%ca"
_D:	"isagogics"	"~ah_i.s_uh.'g_o_j.i_k_s%a"
_D:	"isaiah"	"ah_i.'z_ah_i.uh%a"
_D:	"isallobar"	"ah_i.'s_aa_l.uh.~b_ar_r%a"
_D:	"isallotherm"	"ah_i.'s_aa_l.uh.~th_er_r_m%a"
_D:	"isandrous"	"ah_i.'s_aa_n.d_r_uh_s%c"
_D:	"isanomal"	"~ah_i.s_uh.'n_o_m.uh_l%a"
_D:	"isanthous"	"ah_i.'s_aa_n.th_uh_s%c"
_D:	"isarithm"	"'ah_i.s_uh.~r_i_dh.uh_m%a"
_D:	"isatin"	"'ah_i.s_uh.t_i_n%a"
_D:	"isauxesis"	"~ah_i.s_aw_g.'z_ee.s_i_s%a"
_D:	"isauxetic"	"~ah_i.s_aw_g.'z_e_t.i_k%c"
_D:	"isba"	"i_z.'b_ar%a"
_D:	"isbel"	"'i_sh.b_e_l%ca"
_D:	"ischaemic"	"i.'s_k_ee.m_i_k%c"
_D:	"ischemia"	"i.'s_k_ee.m_i.uh%a"
_D:	"ischemic"	"i_s.'k_ee_m.i_k%c"
_D:	"ischiadic"	"~i_s.k_i.'aa_d.i_k%c"
_D:	"ischial"	"'i_sh.i_uh_l%j"
_D:	"ischium"	"'i_sh.i_uh_m%a"
_D:	"isenthalpic"	"~ah_i.s_e_n.'th_aa_l.p_i_k%c"
_D:	"isentrope"	"'ah_i.s_e_n.~t_r_uh_uu_p%a"
_D:	"isentropic"	"~ah_i.s_e_n.'t_r_o_p.i_k%c"
_D:	"isentropically"	"ah_i.s_uh_n.'t_r_o_p.i.k_uh.l_i%d"
_D:	"isfahan"	"'i_s.f_uh.h_aa_n%a"
_D:	"isham"	"'i_sh.uh_m%ca"
_D:	"isidia"	"ah_i.'s_i_d.i.uh%j"
_D:	"isidioid"	"ah_i.'s_i_d.i.~o_i_d%c"
_D:	"isidium"	"ah_i.'s_i_d.i.uh_m%a"
_D:	"isidor"	"'i_z.i.d_o_r%a"
_D:	"isidore"	"'i_z.i.d_o_r%ca"
_D:	"isinglass"	"'ah_i.s_i_ng.~g_l_aa_s%a"
_D:	"isis"	"'ah_i.s_i_s%a"
_D:	"islam"	"'i_z.l_aa_m%a"
_D:	"islamabad"	"'i_z.l_aa_m.uh.b_aa_d%a"
_D:	"islamic"	"'i_z.l_aa_m.i_k%c"
_D:	"islamized"	"'i_z.l_uh.m_ah_i_z_d%b"
_D:	"islamizing"	"'i_z.l_uh.m_ah_i_z.i_ng%b"
_D:	"island"	"'ah_i.l_uh_n_d%ab"
_D:	"islander"	"'ah_i.l_uh_n.d_uh_r%a"
_D:	"isle"	"'ah_i_l%ab"
_D:	"islet"	"'ah_i.l_i_t%a"
_D:	"islington"	"'i_z.l_i_ng.t_uh_n%a"
_D:	"ism"	"'i_z.uh_m%a"
_D:	"isman"	"'i_z.m_uh_n%ca"
_D:	"isnad"	"i_s.'n_ar_d%a"
_D:	"isn't"	"'i_z.uh_n_t%j"
_D:	"isoabnormal"	"~ah_i.s_uh_uu.aa_b.'n_aw_r.m_uh_l%a"
_D:	"isoagglutination"	"~ah_i.s_uh_uu.uh.~g_l_uu.t_i.'n_e_i.sh_uh_n%a"
_D:	"isoagglutinative"	"~ah_i.s_uh_uu.uh.g_l_uu_t_i.'n_e_i.t_i_v%c"
_D:	"isoagglutinin"	"~ah_i.s_uh_uu.uh.'g_l_uu_t.uh.n_i_n%a"
_D:	"isoamyl"	"~ah_i.s_uh_uu.'aa_m.i_l%c"
_D:	"isoantigenic"	"~ah_i.s_uh_uu.~aa_n.t_i.'j_e_n.i_k%c"
_D:	"isobar"	"'ah_i.s_uh_uu.~b_ar_r%a"
_D:	"isobare"	"'ah_i.s_uh.~b_e_r%j"
_D:	"isobaric"	"~ah_i.s_uh_uu.'b_aa_r.i_k%c"
_D:	"isobath"	"'ah_i.s_uh_uu.~b_aa_th%a"
_D:	"isobathic"	"~ah_i.s_uh_uu.'b_aa_th.i_k%c"
_D:	"isobathytherm"	"~ah_i.s_uh_uu.'b_aa_th.i.~th_er_r_m%a"
_D:	"isobel"	"'i_z.uh.b_e_l%ca"
_D:	"isobront"	"'ah_i.s_uh_uu.~b_r_o_n_t%a"
_D:	"isobutane"	"~ah_i.s_uh_uu.'b_y_uu.t_e_i_n%a"
_D:	"isobutene"	"~ah_i.s_uh_uu.'b_y_uu.t_ee_n%j"
_D:	"isobutylene"	"~ah_i.s_uh_uu.'b_y_uu_t_i.~l_ee_n%a"
_D:	"isocaloric"	"ah_i.s_uh_uu.k_uh.'l_aw_r.i_k%c"
_D:	"isocarpic"	"~ah_i.s_uh_uu.'k_ar_r.p_i_k%c"
_D:	"isocephalic"	"~ah_i.s_uh_uu.s_e.'f_aa_l.i_k%c"
_D:	"isocephaly"	"~ah_i.s_uh_uu.'s_e_f.uh.l_i%a"
_D:	"isoceraunic"	"~ah_i.s_uh_uu.s_i.'r_aw.n_i_k%c"
_D:	"isochasm"	"'ah_i.s_uh_uu.~k_aa_z.uh_m%a"
_D:	"isocheim"	"'ah_i.s_uh.~k_ah_i_m%a"
_D:	"isocheimenal"	"~ah_i.s_uh.'k_ah_i.m_uh.n_uh_l%c"
_D:	"isochor"	"'ah_i.s_uh.~k_aw_r%a"
_D:	"isochoric"	"~ah_i.s_uh.'k_o_r.i_k%c"
_D:	"isochromatic"	"~ah_i.s_uh.k_r_uh_uu.'m_aa_t.i_k%c"
_D:	"isochromosome"	"ah_i.s_uh_uu.'k_r_uh_uu_m.uh.s_uh_uu_m%j"
_D:	"isochronal"	"ah_i.'s_o_k.r_uh.n_uh_l%c"
_D:	"isochronally"	"ah_i.'s_o_k.r_uh.n_uh.l_i%d"
_D:	"isochrone"	"'ah_i.s_uh.~k_r_uh_uu_n%a"
_D:	"isochronism"	"ah_i.'s_o_k.r_uh.~n_i_z.uh_m%a"
_D:	"isochronize"	"ah_i.'s_o_k.r_uh.~n_ah_i_z%b"
_D:	"isochronous"	"ah_i.'s_o_k.r_uh.n_uh_s%c"
_D:	"isochronously"	"ah_i.'s_o_k.r_uh.n_uh_s.l_i%d"
_D:	"isochrony"	"ah_i.'s_o_k.r_uh.n_i%a"
_D:	"isochroous"	"ah_i.'s_o_k.r_uh_uu.uh_s%c"
_D:	"isoclinal"	"~ah_i.s_uh.'k_l_ah_i_n.uh_l%ca"
_D:	"isoclinally"	"ah_i.s_uh.'k_l_ah_i_n.uh_l.i%d"
_D:	"isocline"	"'ah_i.s_uh.~k_l_ah_i_n%a"
_D:	"isoclinic"	"~ah_i.s_uh.'k_l_i_n.i_k%j"
_D:	"isoclinically"	"ah_i.s_uh.'k_l_i_n.i.k_uh.l_i%d"
_D:	"isoclinicline"	"~ah_i.s_uh.'k_l_i_n.i_k.l_ah_i_n%j"
_D:	"isocracy"	"ah_i.'s_o_k.r_uh.s_i%a"
_D:	"isocrat"	"'ah_i.s_uh.~k_r_aa_t%a"
_D:	"isocyanate"	"~ah_i.s_uh_uu.'s_ah_i.uh.~n_e_i_t%a"
_D:	"isocyanide"	"~ah_i.s_uh_uu.'s_ah_i.uh.~n_ah_i_d%a"
_D:	"isocyanine"	"~ah_i.s_uh_uu.'s_ah_i.uh.~n_ee_n%a"
_D:	"isocyano"	"~ah_i.s_uh_uu.'s_ah_i.uh.~n_uh_uu%c"
_D:	"isocyanogroup"	"~ah_i.s_uh_uu.'s_ah_i.uh.~n_uh_uu.g_r_uu_p%j"
_D:	"isocyclic"	"ah_i.s_uh.'s_ah_i_k.l_i_k%c"
_D:	"isodef"	"'ah_i.s_uh_uu.~d_e_f%a"
_D:	"isodiametric"	"~ah_i.s_uh_uu.~d_ah_i.uh.'m_e.t_r_i_k%c"
_D:	"isodimorphism"	"~ah_i.s_uh_uu.d_ah_i.'m_aw_r.f_i_z.uh_m%a"
_D:	"isodomic"	"~ah_i.s_uh.'d_o_m.i_k%c"
_D:	"isodomum"	"ah_i.'s_o_d.uh.m_uh_m%a"
_D:	"isodose"	"'ah_i.s_uh.~d_uh_uu_s%c"
_D:	"isodrosotherm"	"~ah_i.s_uh.'d_r_o_s.uh.~th_er_r_m%a"
_D:	"isodynamic"	"~ah_i.s_uh_uu.d_ah_i.'n_aa_m.i_k%c"
_D:	"isoelastic"	"~ah_i.s_uh_uu.i.'l_aa_s.t_i_k%c"
_D:	"isoelectric"	"~ah_i.s_uh_uu.i.'l_e_k.t_r_i_k%c"
_D:	"isoelectronic"	"~ah_i.s_uh_uu.i.l_e_k.'t_r_o_n.i_k%c"
_D:	"isoelectronically"	"~ah_i.s_uh_uu.i.l_e_k.'t_r_o_n.i.k_uh.l_i%d"
_D:	"isoenzymatic"	"~ah_i.s_uh_uu.~e_n.z_i.'m_aa_t.i_k%c"
_D:	"isoenzymic"	"~ah_i.s_uh_uu.e_n.'z_ah_i_m.i_k%c"
_D:	"isogamete"	"~ah_i.s_uh.'g_aa_m.ee_t%a"
_D:	"isogametic"	"~ah_i.s_uh_uu_g_uh.'m_e_t.i_k%j"
_D:	"isogamous"	"ah_i.'s_o_g.uh.m_uh_s%c"
_D:	"isogamy"	"ah_i.'s_o_g.uh.m_i%a"
_D:	"isogeneic"	"ah_i.s_uh_uu.j_uh.'n_e_i.i_k%c"
_D:	"isogenic"	"ah_i.s_uh_uu.'j_e_n.i_k%c"
_D:	"isogenous"	"ah_i.'s_o_j.uh.n_uh_s%c"
_D:	"isogeotherm"	"~ah_i.s_uh.'j_ee.uh.~th_er_r_m%a"
_D:	"isogloss"	"'ah_i.s_uh.~g_l_aw_s%a"
_D:	"isoglossic"	"~ah_i.s_uh.'g_l_o_s.i_k%c"
_D:	"isogon"	"'ah_i.s_uh.~g_o_n%a"
_D:	"isogonal"	"ah_i.'s_o_g.uh.n_uh_l%ca"
_D:	"isogonality"	"~ah_i.s_o.g_uh.'n_aa_l.i.t_i%a"
_D:	"isogonalline"	"ah_i.'s_o_g.uh.n_uh.l_ah_i_n%j"
_D:	"isogone"	"'ah_i.s_uh.~g_uh_uu_n%a"
_D:	"isogonic"	"~ah_i.s_uh.'g_o_n.i_k%ca"
_D:	"isogradient"	"~ah_i.s_uh.'g_r_e_i.d_i.uh_n_t%a"
_D:	"isograft"	"'ah_i.s_uh.~g_r_aa_f_t%a"
_D:	"isogram"	"'ah_i.s_uh.~g_r_aa_m%a"
_D:	"isograph"	"'ah_i.s_uh.~g_r_aa_f%a"
_D:	"isographic"	"~ah_i.s_uh.'g_r_aa_f.i_k%c"
_D:	"isogriv"	"'ah_i.s_uh.~g_r_i_v%a"
_D:	"isohaline"	"~ah_i.s_uh_uu.'h_e_i.l_ee_n%a"
_D:	"isohalsine"	"~ah_i.s_uh_uu.'h_aa_l.s_ee_n%j"
_D:	"isohel"	"'ah_i.s_uh_uu.~h_e_l%a"
_D:	"isohume"	"'ah_i.s_uh_uu.~h_y_uu_m%a"
_D:	"isohyet"	"~ah_i.s_uh_uu.'h_ah_i.uh_t%a"
_D:	"isokeraunic"	"~ah_i.s_uh_uu.k_i.'r_aw.n_i_k%c"
_D:	"isolable"	"'ah_i.s_uh.l_uh.b_ll%c"
_D:	"isolatable"	"'ah_i.s_uh.~l_e_i.t_uh.b_ll%c"
_D:	"isolate"	"'ah_i.s_uh.l_e_i_t%b"
_D:	"isolated"	"'ah_i.s_uh.~l_e_i.t_i_d%b"
_D:	"isolatedly"	"'ah_i.s_uh.~l_e_i.t_i_d.l_i%d"
_D:	"isolate/n"	"'ah_i.s_uh.~l_uh_t%j"
_D:	"isolate/v"	"'ah_i.s_uh.~l_e_i_t%j"
_D:	"isolation"	"~ah_i.s_uh.'l_e_i.sh_uh_n%a"
_D:	"isolationism"	"~ah_i.s_uh.'l_e_i.sh_uh.~n_i_z.uh_m%a"
_D:	"isolationist"	"~ah_i.s_uh.'l_e_i.sh_uh.n_i_s_t%a"
_D:	"isolative"	"'ah_i.s_uh.~l_e_i.t_i_v%c"
_D:	"isolda"	"i.'z_o_ll.d_uh%ca"
_D:	"isolde"	"i.'s_o_l.d_uh%a"
_D:	"isolecithal"	"~ah_i.s_uh.'l_e_s.i.th_uh_l%c"
_D:	"isoleucine"	"~ah_i.s_uh.'l_uu.s_ee_n%a"
_D:	"isoline"	"'ah_i.s_uh.~l_ah_i_n%a"
_D:	"isologous"	"ah_i.'s_o_l.uh.g_uh_s%c"
_D:	"isologue"	"'ah_i.s_uh.~l_o_g%a"
_D:	"isomagnetic"	"~ah_i.s_uh_uu.m_aa_g.'n_e_t.i_k%ca"
_D:	"isomer"	"'ah_i.s_uh.m_uh_r%a"
_D:	"isomeric"	"~ah_i.s_uh.'m_e_r.i_k%c"
_D:	"isomerism"	"ah_i.'s_o_m.uh.~r_i_z.uh_m%a"
_D:	"isomerize"	"ah_i.'s_o_m.uh.~r_ah_i_z%b"
_D:	"isomerous"	"ah_i.'s_o_m.uh_r.uh_s%c"
_D:	"isometric"	"~ah_i.s_uh.'m_e.t_r_i_k%ca"
_D:	"isometrically"	"ah_i.s_uh.'m_e_t.r_i.k_uh.l_i%d"
_D:	"isometricline"	"~ah_i.s_uh.'m_e.t_r_i_k.l_ah_i_n%j"
_D:	"isometropia"	"~ah_i.s_uh_uu.m_uh.'t_r_uh_uu.p_i.uh%a"
_D:	"isometry"	"ah_i.'s_o_m.i.t_r_i%a"
_D:	"isomorph"	"'ah_i.s_uh.~m_aw_r_f%a"
_D:	"isomorphic"	"~ah_i.s_uh.'m_aw_r.f_i_k%c"
_D:	"isomorphically"	"ah_i.s_uh.'m_aw_r.f_i.k_uh.l_i%d"
_D:	"isomorphism"	"~ah_i.s_uh.'m_aw_r.f_i_z.uh_m%a"
_D:	"isomorphous"	"~ah_i.s_uh.'m_aw_r.f_uh_s%c"
_D:	"isoneph"	"'ah_i.s_uh.~n_e_f%a"
_D:	"isonephelic"	"~ah_i.s_uh_uu.n_uh.'f_e_l.i_k%c"
_D:	"isoniazid"	"~ah_i.s_uh.'n_ah_i.uh.z_i_d%a"
_D:	"isonomic"	"~ah_i.s_uh.'n_o_m.i_k%c"
_D:	"isonomy"	"ah_i.'s_o_n.uh.m_i%a"
_D:	"isooctane"	"~ah_i.s_uh_uu.'o_k.t_e_i_n%a"
_D:	"isopach"	"'ah_i.s_uh.~p_aa_k%a"
_D:	"isopachous"	"~ah_i.s_uh.'p_aa_k.uh_s%c"
_D:	"isopag"	"'ah_i.s_uh.~p_aa_g%a"
_D:	"isopectic"	"~ah_i.s_uh.'p_e_k.t_i_k%a"
_D:	"isopedin"	"ah_i.'s_o_p.i.d_i_n%a"
_D:	"isopedine"	"ah_i.'s_o_p.i.d_i_n%j"
_D:	"isopentyl"	"~ah_i.s_uh.'p_e_n.t_i_l%c"
_D:	"isoperimeter"	"~ah_i.s_uh_uu.p_uh.'r_i_m.i.t_uh_r%a"
_D:	"isoperimetric"	"~ah_i.s_uh.~p_e_r.i.'m_e.t_r_i_k%c"
_D:	"isoperimetry"	"~ah_i.s_uh_uu.p_uh.'r_i_m.i.t_r_i%a"
_D:	"isopetalous"	"~ah_i.s_uh.'p_e_t.uh.l_uh_s%c"
_D:	"isopiestic"	"~ah_i.s_uh_uu.p_ah_i.'e_s.t_i_k%ca"
_D:	"isopleth"	"'ah_i.s_uh.~p_l_e_th%a"
_D:	"isoplethic"	"ah_i.s_uh.'p_l_e_th.i_k%c"
_D:	"isopod"	"'ah_i.s_uh.~p_o_d%ac"
_D:	"isopodan"	"ah_i.'s_o_p.uh.d_uh_n%ca"
_D:	"isopolitical"	"~ah_i.s_uh.p_uh.'l_i_t.i.k_uh_l%c"
_D:	"isopolity"	"~ah_i.s_uh.'p_o_l.i.t_i%a"
_D:	"isopor"	"'ah_i.s_uh.~p_aw_r%a"
_D:	"isoprene"	"'ah_i.s_uh.~p_r_ee_n%a"
_D:	"isopropanol"	"~ah_i.s_uh_uu.'p_r_uh_uu.p_uh.n_o_l%a"
_D:	"isopropyl"	"~ah_i.s_uh_uu.'p_r_uh_uu.p_ah_i_l%c"
_D:	"isopycnal"	"~ah_i.s_uh.'p_i_k.n_uh_l%j"
_D:	"isopycnic"	"~ah_i.s_uh.'p_i_k.n_i_k%ca"
_D:	"isopyre"	"'ah_i.s_uh.~p_ah_i_uh_r%a"
_D:	"isorhythm"	"'ah_i.s_uh.~r_i_dh.uh_m%a"
_D:	"isorhythmic"	"~ah_i.s_uh.'r_i_dh.m_i_k%c"
_D:	"isosceles"	"ah_i.'s_o_s.uh.~l_ee_z%c"
_D:	"isoseismic"	"~ah_i.s_uh.'s_ah_i_z.m_i_k%ca"
_D:	"isosmotic"	"ah_i.s_o_z.'m_o_t.i_k%c"
_D:	"isosmotically"	"ah_i.s_o_z.'m_o_t.i.k_uh.l_i%d"
_D:	"isostasy"	"ah_i.'s_o_s.t_uh.s_i%a"
_D:	"isostatic"	"~ah_i.s_uh.'s_t_aa_t.i_k%c"
_D:	"isostatically"	"ah_i.s_uh.'s_t_aa_t.i.k_uh.l_i%d"
_D:	"isostemonous"	"~ah_i.s_uh.'s_t_ee.m_uh.n_uh_s%c"
_D:	"isostere"	"'ah_i.s_uh.~s_t_ee_r%a"
_D:	"isosteric"	"~ah_i.s_uh.'s_t_e_r.i_k%c"
_D:	"isosterism"	"ah_i.'s_o_s.t_uh.~r_i_z.uh_m%a"
_D:	"isostructural"	"~ah_i.s_uh.'s_t_r_a_k.ch_uh_r.uh_l%c"
_D:	"isotac"	"'ah_i.s_uh.~t_aa_k%a"
_D:	"isotach"	"'ah_i.s_uh.~t_aa_k%a"
_D:	"isotactic"	"ah_i.s_uh.'t_aa_k.t_i_k%c"
_D:	"isoteniscope"	"~ah_i.s_uh.'t_e_n.i.~s_k_uh_uu_p%a"
_D:	"isotheral"	"ah_i.'s_o_th.uh_r.uh_l%c"
_D:	"isothere"	"'ah_i.s_uh.~th_ee_r%a"
_D:	"isotherm"	"'ah_i.s_uh.~th_er_r_m%a"
_D:	"isothermal"	"~ah_i.s_uh.'th_er_r.m_uh_l%ca"
_D:	"isothermalline"	"~ah_i.s_uh.'th_er_r.m_uh.l_ah_i_n%j"
_D:	"isothermally"	"~ah_i.s_uh.'th_er_r.m_uh.l_i%d"
_D:	"isothermobath"	"~ah_i.s_uh.'th_er_r.m_uh.~b_aa_th%a"
_D:	"isothiocyano"	"~ah_i.s_uh.~th_ah_i.uh_uu.'s_ah_i.uh.~n_uh_uu%c"
_D:	"isotimic"	"~ah_i.s_uh.'t_i_m.i_k%c"
_D:	"isotone"	"'ah_i.s_uh.~t_uh_uu_n%a"
_D:	"isotonic"	"~ah_i.s_uh.'t_o_n.i_k%c"
_D:	"isotonically"	"ah_i.s_uh.'t_o_n.i.k_uh.l_i%d"
_D:	"isotonicity"	"~ah_i.s_uh.t_uh.'n_i_s.i.t_i%a"
_D:	"isotope"	"'ah_i.s_uh.~t_uh_uu_p%a"
_D:	"isotopic"	"~ah_i.s_uh.'t_o_p.i_k%c"
_D:	"isotopically"	"ah_i.s_uh.'t_o_p.i.k_uh.l_i%d"
_D:	"isotopy"	"ah_i.'s_o_t.uh.p_i%a"
_D:	"isotropic"	"~ah_i.s_uh.'t_r_o_p.i_k%c"
